Size, Seq, Par, Libc
100, 0.000008, 0.103570, 0.000007
100, 0.000019, 0.089070, 0.000007
100, 0.000008, 0.109910, 0.000007
100, 0.000007, 0.090866, 0.000008
100, 0.000007, 0.070936, 0.000006
100100, 0.017056, 0.736381, 0.014420
100100, 0.014747, 0.940111, 0.013511
100100, 0.014499, 0.981772, 0.012638
100100, 0.015426, 0.763721, 0.014077
100100, 0.014503, 0.872273, 0.014524
200100, 0.037561, 0.826171, 0.027786
200100, 0.031427, 0.837029, 0.026159
200100, 0.032679, 0.709161, 0.028809
200100, 0.035871, 0.904098, 0.027544
200100, 0.032022, 0.672239, 0.027828
300100, 0.052209, 1.079311, 0.045630
300100, 0.050297, 0.745681, 0.041900
300100, 0.051001, 0.809020, 0.041823
300100, 0.051043, 0.818461, 0.044497
300100, 0.049765, 0.852892, 0.044607
400100, 0.079133, 0.773403, 0.054990
400100, 0.069849, 0.835742, 0.061131
400100, 0.065111, 1.167734, 0.055716
400100, 0.067165, 0.818701, 0.059926
400100, 0.064197, 0.726932, 0.064933
500100, 0.092513, 1.560664, 0.075189
500100, 0.083885, 1.021191, 0.074309
500100, 0.088755, 0.814695, 0.075739
500100, 0.083316, 0.845586, 0.072393
500100, 0.088747, 0.864950, 0.071758
600100, 0.102391, 0.707691, 0.090474
600100, 0.101081, 0.716699, 0.085843
600100, 0.102074, 0.798034, 0.088018
600100, 0.114781, 0.787722, 0.094044
600100, 0.108767, 0.894461, 0.092902
700100, 0.135069, 0.771259, 0.109218
700100, 0.125058, 1.185370, 0.109709
700100, 0.126690, 0.758987, 0.108401
700100, 0.127010, 0.731330, 0.112763
700100, 0.123115, 0.806456, 0.108381
800100, 0.145056, 0.779848, 0.123888
800100, 0.144010, 1.020904, 0.121834
800100, 0.144840, 0.961881, 0.120638
800100, 0.132392, 0.819370, 0.119094
800100, 0.153012, 1.112980, 0.123645
900100, 0.160505, 0.851943, 0.133157
900100, 0.171117, 0.785224, 0.141489
900100, 0.159364, 0.844705, 0.145421
900100, 0.163543, 0.919116, 0.143098
900100, 0.167579, 0.840889, 0.134347
