Size, Seq, Par, Libc
0, 0.000000, 0.000390, 0.000000
0, 0.000000, 0.000337, 0.000000
0, 0.000000, 0.000334, 0.000001
0, 0.000000, 0.000356, 0.000000
0, 0.000000, 0.000350, 0.000000
10000, 0.001892, 0.828946, 0.001756
10000, 0.001926, 0.717440, 0.001857
10000, 0.001921, 0.893409, 0.001891
10000, 0.002448, 0.902840, 0.003387
10000, 0.001907, 0.714562, 0.001723
20000, 0.004144, 0.820554, 0.003074
20000, 0.004203, 0.835604, 0.002137
20000, 0.003029, 0.804480, 0.002074
20000, 0.003269, 0.448173, 0.002140
20000, 0.002934, 0.573319, 0.002113
30000, 0.004429, 0.911576, 0.003435
30000, 0.004394, 0.780193, 0.003437
30000, 0.005207, 0.914093, 0.003288
30000, 0.004008, 0.737648, 0.003678
30000, 0.005194, 1.041243, 0.003459
40000, 0.005542, 0.988147, 0.005389
40000, 0.006759, 0.768059, 0.004764
40000, 0.005218, 0.641342, 0.004731
40000, 0.005439, 0.883882, 0.004394
40000, 0.005589, 0.651154, 0.004410
50000, 0.006617, 0.615471, 0.005653
50000, 0.008635, 0.794133, 0.006002
50000, 0.007885, 0.808532, 0.007752
50000, 0.006745, 0.879631, 0.005819
50000, 0.006820, 0.662374, 0.005625
60000, 0.009054, 0.845232, 0.008770
60000, 0.011865, 0.623740, 0.007101
60000, 0.008711, 0.699934, 0.009033
60000, 0.008572, 0.838857, 0.007965
60000, 0.008047, 0.784230, 0.007731
70000, 0.010353, 0.886111, 0.009526
70000, 0.010655, 0.793701, 0.008593
70000, 0.010625, 0.714223, 0.009039
70000, 0.010724, 0.683877, 0.009311
70000, 0.010853, 0.997517, 0.008659
80000, 0.011768, 0.830937, 0.009672
80000, 0.011517, 0.596371, 0.009618
80000, 0.013470, 0.793041, 0.010458
80000, 0.011872, 1.053269, 0.010239
80000, 0.011780, 0.934014, 0.009760
90000, 0.015475, 0.827492, 0.013276
90000, 0.017052, 0.886709, 0.011489
90000, 0.015238, 0.684027, 0.011917
90000, 0.013859, 0.757359, 0.018149
90000, 0.016864, 0.878462, 0.013907
100000, 0.021232, 0.760076, 0.016366
100000, 0.017752, 0.823965, 0.013759
100000, 0.016638, 0.853654, 0.016180
100000, 0.017652, 0.958784, 0.012599
100000, 0.013810, 0.677263, 0.020513
